"candidato","partido","votos","porcentaje","electo","lista","comuna","pacto"
"21. JORGE ALFONSO FLORES NAVEA (H)","IND-PCCH",108,0.0242,FALSE,"APRUEBO DIGNIDAD","TIERRA AMARILLA","Apruebo Dignidad"
"22. FLAVIA OSCARINA TORREALBA DIAZ (M)","FREVS",202,0.0452,FALSE,"APRUEBO DIGNIDAD","TIERRA AMARILLA","Apruebo Dignidad"
"23. MIRIAM LORENA HENRIQUEZ VIÑAS (M)","IND",200,0.0448,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4)","TIERRA AMARILLA","Nueva Constitucion"
"24. GUILLERMO NICOLAS NAMOR KONG (H)","IND",74,0.0166,TRUE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4)","TIERRA AMARILLA","Nueva Constitucion"
"25. NOLVIA ANGELICA TORO VASQUEZ (M)","IND",64,0.0143,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4)","TIERRA AMARILLA","Nueva Constitucion"
"26. MARIO JUAN MATURANA CLARO (H)","IND",158,0.0354,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4)","TIERRA AMARILLA","Nueva Constitucion"
"27. FLORENCIA AROSTICA CORDERO (M)","IND",100,0.0224,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4)","TIERRA AMARILLA","Nueva Constitucion"
"28. ENRIQUE LUIS POBLETE ORREGO (H)","IND",67,0.015,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4)","TIERRA AMARILLA","Nueva Constitucion"
"29. RODRIGO ANDRES PEREZ LISICIC (H)","IND",207,0.0463,FALSE,"CANDIDATURA INDEPENDIENTE","TIERRA AMARILLA","Otros"
"1. CLAUDIA FUENTES LIZAMA (M)","PEV",108,0.0172,FALSE,"PARTIDO ECOLOGISTA VERDE","TILTIL","Otros"
"2. PEDRO TOMAS BUSTAMANTE PEREZ (H)","PEV",29,0.0046,FALSE,"PARTIDO ECOLOGISTA VERDE","TILTIL","Otros"
"3. MARIA ELIZABETH HERNANDEZ FIGUEROA (M)","PEV",45,0.0072,FALSE,"PARTIDO ECOLOGISTA VERDE","TILTIL","Otros"
"4. HECTOR HERNAN ORELLANA CORTES (H)","PEV",68,0.0108,FALSE,"PARTIDO ECOLOGISTA VERDE","TILTIL","Otros"
"5. CAMILA PAZ CACERES FUENTES (M)","PH",129,0.0205,FALSE,"PARTIDO HUMANISTA","TILTIL","Otros"
"6. NIDIA FERNANDA CANALES BUSTOS (M)","IND",31,0.0049,FALSE,"COMUNIDAD INDEPENDIENTE VEN SEREMOS (D8)","TILTIL","Otros"
"7. CRISTOBAL FERNANDO FERNANDEZ ALISTE (H)","IND",19,0.003,FALSE,"COMUNIDAD INDEPENDIENTE VEN SEREMOS (D8)","TILTIL","Otros"
"8. CLAUDIA CAROLINA LATORRE ARAVENA (M)","IND",51,0.0081,FALSE,"COMUNIDAD INDEPENDIENTE VEN SEREMOS (D8)","TILTIL","Otros"
"9. MARIO ANGEL BENITEZ FERNANDEZ (H)","IND",39,0.0062,FALSE,"COMUNIDAD INDEPENDIENTE VEN SEREMOS (D8)","TILTIL","Otros"
"10. MACARENA  BRAVO ROJAS (M)","IND-UDI",89,0.0142,FALSE,"VAMOS POR CHILE","TILTIL","Vamos por Chile"
"11. FRANCISCO MORENO GUZMAN (H)","UDI",172,0.0274,FALSE,"VAMOS POR CHILE","TILTIL","Vamos por Chile"
"12. KATERINE ALEJANDRA MEDEL BUENO (M)","IND-UDI",32,0.0051,FALSE,"VAMOS POR CHILE","TILTIL","Vamos por Chile"
"13. MIGUEL ELIAS ESBIR BARCO (H)","IND-UDI",24,0.0038,FALSE,"VAMOS POR CHILE","TILTIL","Vamos por Chile"
"14. ANDREA OJEDA MIRANDA (M)","RN",71,0.0113,FALSE,"VAMOS POR CHILE","TILTIL","Vamos por Chile"
"15. TOMAS GUEVARA AGUERO (H)","IND-RN",153,0.0244,FALSE,"VAMOS POR CHILE","TILTIL","Vamos por Chile"
"16. MACARENA CORNEJO FUENTES (M)","EVOPOLI",26,0.0041,FALSE,"VAMOS POR CHILE","TILTIL","Vamos por Chile"
"17. BERNARDO  DE LA MAZA BAÑADOS (H)","IND-EVOPOLI",430,0.0684,TRUE,"VAMOS POR CHILE","TILTIL","Vamos por Chile"
"18. BESSY MIREYA DEL ROSARIO GALLARDO PRADO (M)","IND-PRO",161,0.0256,TRUE,"LISTA DEL APRUEBO","TILTIL","Lista del apruebo"
"19. CESAR ANTONIO BARRERA FUENZALIDA (H)","IND-PRO",46,0.0073,FALSE,"LISTA DEL APRUEBO","TILTIL","Lista del apruebo"
"20. CAROLINA GARRIDO SILVA (M)","PS",94,0.015,FALSE,"LISTA DEL APRUEBO","TILTIL","Lista del apruebo"
"21. RENE  CORTAZAR SANZ (H)","PDC",76,0.0121,FALSE,"LISTA DEL APRUEBO","TILTIL","Lista del apruebo"
"22. CECILIA  VALDES LEON (M)","PDC",46,0.0073,FALSE,"LISTA DEL APRUEBO","TILTIL","Lista del apruebo"
"23. FRANCISCO REYES MORANDE (H)","IND-PPD",185,0.0294,FALSE,"LISTA DEL APRUEBO","TILTIL","Lista del apruebo"
"24. JAIME TRONCOSO VALDES (H)","PS",23,0.0037,FALSE,"LISTA DEL APRUEBO","TILTIL","Lista del apruebo"
"25. DORIS DAYANNA GONZALEZ LEMUNAO (M)","COMUNES",111,0.0177,FALSE,"APRUEBO DIGNIDAD","TILTIL","Apruebo Dignidad"
"26. RENE LUIS NARANJO SOTOMAYOR (H)","IND-COMUNES",28,0.0045,FALSE,"APRUEBO DIGNIDAD","TILTIL","Apruebo Dignidad"
"27. VALENTINA ANDREA MIRANDA ARCE (M)","PCCH",163,0.0259,TRUE,"APRUEBO DIGNIDAD","TILTIL","Apruebo Dignidad"
"28. JUAN ANDRES LAGOS ESPINOZA (H)","PCCH",124,0.0197,FALSE,"APRUEBO DIGNIDAD","TILTIL","Apruebo Dignidad"
"29. PATRICIA JAVIERA LOPEZ MENADIER (M)","IND-FREVS",106,0.0169,FALSE,"APRUEBO DIGNIDAD","TILTIL","Apruebo Dignidad"
"30. ANDRES SERGIO GIORDANO SALAZAR (H)","IND-FREVS",16,0.0025,FALSE,"APRUEBO DIGNIDAD","TILTIL","Apruebo Dignidad"
"31. TATIANA KARINA URRUTIA HERRERA (M)","RD",42,0.0067,TRUE,"APRUEBO DIGNIDAD","TILTIL","Apruebo Dignidad"
"32. DANIEL RODRIGO STINGO CAMUS (H)","IND-RD",1.991,0.3169,TRUE,"APRUEBO DIGNIDAD","TILTIL","Apruebo Dignidad"
"33. PATRICIA ELIZABETH LILLO REYES (M)","IND",68,0.0108,FALSE,"INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8)","TILTIL","Otros"
"34. MARIO AGUILAR AREVALO (H)","IND",186,0.0296,FALSE,"INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8)","TILTIL","Otros"
"35. JOCELYN DURAN HUAIQUIN (M)","IND",89,0.0142,FALSE,"INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8)","TILTIL","Otros"
"36. ESTEBAN ANDRES QUIROZ GONZALEZ (H)","IND",29,0.0046,FALSE,"INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8)","TILTIL","Otros"
"37. NATALIE ALEJANDRA ARRIAGADA ACOSTA (M)","IND",33,0.0053,FALSE,"INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8)","TILTIL","Otros"
"38. MANUEL RODOLFO VALENCIA CHACON (H)","IND",35,0.0056,FALSE,"INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8)","TILTIL","Otros"
"39. TERESA ADRIANA POBLETE PINOCHET (M)","IND",27,0.0043,FALSE,"INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8)","TILTIL","Otros"
"40. ALEJANDRO ADRIAN CANTILLANA PARETTI (H)","IND",19,0.003,FALSE,"INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8)","TILTIL","Otros"
"41. DANIELA BELEN ACEVEDO VERDUGO (M)","UPA",53,0.0084,FALSE,"UNION PATRIOTICA","TILTIL","Otros"
"42. ARTURO ELIAS PEREZ VALENZUELA (H)","UPA",19,0.003,FALSE,"UNION PATRIOTICA","TILTIL","Otros"
"43. JOHANNA ESTHEFANIE MUÑOZ PAJARITO (M)","UPA",11,0.0018,FALSE,"UNION PATRIOTICA","TILTIL","Otros"
"44. FABIAN JOSE CABALLERO VERGARA (H)","UPA",30,0.0048,FALSE,"UNION PATRIOTICA","TILTIL","Otros"
"45. MIGUEL ANGEL FONSECA CARRILLO (H)","UPA",9,0.0014,FALSE,"UNION PATRIOTICA","TILTIL","Otros"
"46. MARIA MAGDALENA RIVERA IRIBARREN (M)","IND",197,0.0314,TRUE,"LA LISTA DEL PUEBLO (D8)","TILTIL","Del pueblo"
"47. MARCO ANTONIO ARELLANO ORTEGA (H)","IND",185,0.0294,TRUE,"LA LISTA DEL PUEBLO (D8)","TILTIL","Del pueblo"
"48. PALOMBA JAEL ALBARRACIN MORI (M)","IND",85,0.0135,FALSE,"LA LISTA DEL PUEBLO (D8)","TILTIL","Del pueblo"
"49. DANIEL TRUJILLO RIVAS (H)","IND",94,0.015,FALSE,"LA LISTA DEL PUEBLO (D8)","TILTIL","Del pueblo"
"50. CLAUDIA SOLEDAD FIGUEROA SEPULVEDA (M)","IND",111,0.0177,FALSE,"LA LISTA DEL PUEBLO (D8)","TILTIL","Del pueblo"
"51. PABLO ANDRES CRUZ RAMIREZ (H)","IND",34,0.0054,FALSE,"LA LISTA DEL PUEBLO (D8)","TILTIL","Del pueblo"
"52. KAREN FRANCISCA ORELLANA SULLIVAN (M)","IND",116,0.0185,FALSE,"LA LISTA DEL PUEBLO (D8)","TILTIL","Del pueblo"
"53. GERARDO ANTONIO ITURRA GARCIA (H)","IND",39,0.0062,FALSE,"LA LISTA DEL PUEBLO (D8)","TILTIL","Del pueblo"
"54. BEATRIZ ALEJANDRA BRAVO VACA (M)","PTR",36,0.0057,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TILTIL","Otros"
"55. SEBASTIAN ALEXIS AVILES TAPIA (H)","PTR",15,0.0024,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TILTIL","Otros"
"56. JAVIERA CONSTANZA MARQUEZ BASUALTO (M)","PTR",11,0.0018,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TILTIL","Otros"
"57. LEONARDO CLAUDIO CABEZAS ZUÑIGA (H)","PTR",5,0.0008,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TILTIL","Otros"
"58. MARIA ISABEL MARGARITA MARTINEZ LIZAMA (M)","PTR",7,0.0011,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TILTIL","Otros"
"59. FRANCISCO VLADIMIR FLORES COBO (H)","PTR",11,0.0018,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TILTIL","Otros"
"1. CHRISTIAN BORDOLI AQUEVEQUE (H)","PH",6,0.023,FALSE,"PARTIDO HUMANISTA","TIMAUKEL","Otros"
"2. CLAUDIA SRDANOVIC CARDENAS (M)","IND",12,0.046,FALSE,"REGIONALISMO CIUDADANO INDEPENDIENTE (D28)","TIMAUKEL","Otros"
"3. MAURICIO DAZA CARRASCO (H)","IND",8,0.0307,TRUE,"REGIONALISMO CIUDADANO INDEPENDIENTE (D28)","TIMAUKEL","Otros"
"4. PAMELA HERRERA FIGUEROA (M)","IND",2,0.0077,FALSE,"REGIONALISMO CIUDADANO INDEPENDIENTE (D28)","TIMAUKEL","Otros"
"5. JAIME COSME ORMEÑO (H)","IND",9,0.0345,FALSE,"REGIONALISMO CIUDADANO INDEPENDIENTE (D28)","TIMAUKEL","Otros"
"6. DANIELA LUCERO GALLARDO (M)","IND",4,0.0153,FALSE,"REGIONALISMO CIUDADANO INDEPENDIENTE (D28)","TIMAUKEL","Otros"
"7. JUAN CARLOS KALAZICH SANTANA (H)","IND",36,0.1379,FALSE,"REGIONALISMO CIUDADANO INDEPENDIENTE (D28)","TIMAUKEL","Otros"
"8. MARIA TERESA CASTAÑON SILVA (M)","RN",5,0.0192,FALSE,"VAMOS POR CHILE","TIMAUKEL","Vamos por Chile"
"9. RODRIGO ALVAREZ ZENTENO (H)","UDI",51,0.1954,TRUE,"VAMOS POR CHILE","TIMAUKEL","Vamos por Chile"
"10. GABRIELA TERESA CASANUEVA MENDEZ (M)","IND-RN",0,0,FALSE,"VAMOS POR CHILE","TIMAUKEL","Vamos por Chile"
"11. MARCELO TORCHE SUAREZ (H)","IND-UDI",3,0.0115,FALSE,"VAMOS POR CHILE","TIMAUKEL","Vamos por Chile"
"12. SILVANA  CAMELIO THOMSEN (M)","IND-EVOPOLI",3,0.0115,FALSE,"VAMOS POR CHILE","TIMAUKEL","Vamos por Chile"
"13. RODOLFO ESTEBAN ARECHETA BALETA (H)","IND-EVOPOLI",5,0.0192,FALSE,"VAMOS POR CHILE","TIMAUKEL","Vamos por Chile"
"14. ANDREA LUCIA PIVCEVIC CORTESE (M)","IND",12,0.046,FALSE,"MAGALLANICOS NO NEUTRALES (D28)","TIMAUKEL","Nueva Constitucion"
"15. JAVIER EDUARDO SOLIS URIBE (H)","IND",4,0.0153,FALSE,"MAGALLANICOS NO NEUTRALES (D28)","TIMAUKEL","Nueva Constitucion"
"16. ADRIANA MARCELA BARATELLI  (M)","IND-PRO",7,0.0268,FALSE,"LISTA DEL APRUEBO","TIMAUKEL","Lista del apruebo"
"17. MANUEL GALLARDO SOTO (H)","PDC",16,0.0613,FALSE,"LISTA DEL APRUEBO","TIMAUKEL","Lista del apruebo"
"18. KARIN ISABEL ESCARATE FICA (M)","IND-PR",3,0.0115,FALSE,"LISTA DEL APRUEBO","TIMAUKEL","Lista del apruebo"
"19. NELSON  LEIVA LERZUNDI (H)","PDC",1,0.0038,FALSE,"LISTA DEL APRUEBO","TIMAUKEL","Lista del apruebo"
"20. MARIA DE LOS ANGELES FLORES RODRIGUEZ (M)","PS",2,0.0077,FALSE,"LISTA DEL APRUEBO","TIMAUKEL","Lista del apruebo"
"21. LUIS NAVARRO ALMONACID (H)","PS",3,0.0115,FALSE,"LISTA DEL APRUEBO","TIMAUKEL","Lista del apruebo"
"22. ALEJANDRA SOZA GALVEZ (M)","IND",7,0.0268,FALSE,"REPUBLICA DE LOS INDEPENDIENTES DE MAGALLANES (D28)","TIMAUKEL","Otros"
"23. ALFREDO FONSECA MIHOVILOVIC (H)","IND",5,0.0192,FALSE,"REPUBLICA DE LOS INDEPENDIENTES DE MAGALLANES (D28)","TIMAUKEL","Otros"
"24. STJEPAN VRSALOVIC RADOVICH (H)","IND",7,0.0268,FALSE,"REPUBLICA DE LOS INDEPENDIENTES DE MAGALLANES (D28)","TIMAUKEL","Otros"
"25. JAVIERA IGNACIA MORALES ALVARADO (M)","IND-CONVER.",3,0.0115,FALSE,"APRUEBO DIGNIDAD","TIMAUKEL","Apruebo Dignidad"
"26. CARLOS ALBERTO ABARZUA VILLEGAS (H)","IND-CONVER.",1,0.0038,FALSE,"APRUEBO DIGNIDAD","TIMAUKEL","Apruebo Dignidad"
"27. DANIELLA PANICUCCI HERRERA (M)","IND-CONVER.",4,0.0153,FALSE,"APRUEBO DIGNIDAD","TIMAUKEL","Apruebo Dignidad"
"28. NIKOS SUED ORTEGA CARDENAS (H)","PCCH",4,0.0153,FALSE,"APRUEBO DIGNIDAD","TIMAUKEL","Apruebo Dignidad"
"29. MARGARITA DEL CARMEN MAKUC SIERRALTA (M)","PCCH",5,0.0192,FALSE,"APRUEBO DIGNIDAD","TIMAUKEL","Apruebo Dignidad"
"30. JULIO GASTON CONTRERAS MUÑOZ (H)","IND-PCCH",15,0.0575,FALSE,"APRUEBO DIGNIDAD","TIMAUKEL","Apruebo Dignidad"
"31. ELISA AMANDA GIUSTINIANOVICH CAMPOS (M)","IND",7,0.0268,TRUE,"COORDINADORA SOCIAL DE MAGALLANES (D28)","TIMAUKEL","Otros"
"32. PABLO NICOLAS CIFUENTES VLADILO (H)","IND",0,0,FALSE,"COORDINADORA SOCIAL DE MAGALLANES (D28)","TIMAUKEL","Otros"
"33. INES ELIZABETH VIDAL ANDRADE (M)","IND",2,0.0077,FALSE,"COORDINADORA SOCIAL DE MAGALLANES (D28)","TIMAUKEL","Otros"
"34. PATRICIO ANDRES FUENTES OLGUIN (H)","IND",0,0,FALSE,"COORDINADORA SOCIAL DE MAGALLANES (D28)","TIMAUKEL","Otros"
"35. JAVIER OMAR AGUILAR VERA (H)","IND",9,0.0345,FALSE,"COORDINADORA SOCIAL DE MAGALLANES (D28)","TIMAUKEL","Otros"
"1. PAZ DENIS QUEVEDO PAREDES (M)","IND",16,0.0141,FALSE,"BIOBIO SIN PARTIDOS (D21)","TIRUA","Otros"
"2. ITALO SEBASTIAN GALLEGOS PULIDO (H)","IND",4,0.0035,FALSE,"BIOBIO SIN PARTIDOS (D21)","TIRUA","Otros"
"3. MILEM MACARENA SOTO OCHOA (M)","IND",16,0.0141,FALSE,"BIOBIO SIN PARTIDOS (D21)","TIRUA","Otros"
"4. MARCELO CARRILLO FERNANDEZ (H)","IND",9,0.008,FALSE,"BIOBIO SIN PARTIDOS (D21)","TIRUA","Otros"
"5. MIGUEL ANTONIO BECAR LABRAÑA (H)","IND",5,0.0044,FALSE,"BIOBIO SIN PARTIDOS (D21)","TIRUA","Otros"
"6. CLAUDIA  GODOY LIRA (M)","PEV",27,0.0239,FALSE,"PARTIDO ECOLOGISTA VERDE","TIRUA","Otros"
"7. ALVARO  SAN MARTIN OPORTUS (H)","PEV",15,0.0133,FALSE,"PARTIDO ECOLOGISTA VERDE","TIRUA","Otros"
"8. LORETO  BUSTOS SALGADO (M)","PEV",12,0.0106,FALSE,"PARTIDO ECOLOGISTA VERDE","TIRUA","Otros"
"9. JOAQUIN  SALDIVIA JARPA (H)","PEV",6,0.0053,FALSE,"PARTIDO ECOLOGISTA VERDE","TIRUA","Otros"
"10. MARIA EDITH ALMANZA LATORRE (M)","PEV",8,0.0071,FALSE,"PARTIDO ECOLOGISTA VERDE","TIRUA","Otros"
"11. DOMINGO  TORRES SANCHEZ (H)","PEV",6,0.0053,FALSE,"PARTIDO ECOLOGISTA VERDE","TIRUA","Otros"
"12. PAULINA VELOSO MUÑOZ (M)","RN",82,0.0724,TRUE,"VAMOS POR CHILE","TIRUA","Vamos por Chile"
"13. PABLO SEBASTIAN PERELLO PEREZ (H)","IND-RN",41,0.0362,FALSE,"VAMOS POR CHILE","TIRUA","Vamos por Chile"
"14. TAMARA ALEJANDRA ROGERS SUFAN (M)","IND-UDI",14,0.0124,FALSE,"VAMOS POR CHILE","TIRUA","Vamos por Chile"
"15. JORGE IVAN GUZMAN ACUÑA (H)","IND-UDI",61,0.0539,FALSE,"VAMOS POR CHILE","TIRUA","Vamos por Chile"
"16. JAVIERA ALEJANDRA HORMAZABAL MARTIN (M)","IND-EVOPOLI",25,0.0221,FALSE,"VAMOS POR CHILE","TIRUA","Vamos por Chile"
"17. ITALO  ZUNINO BESNIER (H)","EVOPOLI",21,0.0186,FALSE,"VAMOS POR CHILE","TIRUA","Vamos por Chile"
"18. NORKA  FLORES JARA (M)","PDC",12,0.0106,FALSE,"LISTA DEL APRUEBO","TIRUA","Lista del apruebo"
"19. LUIS RAMON BARCELO AMADO (H)","IND-PPD",6,0.0053,TRUE,"LISTA DEL APRUEBO","TIRUA","Lista del apruebo"
"20. AURELIA DEL CARMEN ORMEÑO CARVALLO (M)","PR",17,0.015,FALSE,"LISTA DEL APRUEBO","TIRUA","Lista del apruebo"
"21. OSCAR EDUARDO BURGOS PEREDO (H)","IND-PS",6,0.0053,FALSE,"LISTA DEL APRUEBO","TIRUA","Lista del apruebo"
"22. ESTEFANY ANGELA PAOLA TISI GONZALEZ (M)","IND-PPD",7,0.0062,FALSE,"LISTA DEL APRUEBO","TIRUA","Lista del apruebo"
"23. MARCELO URRUTIA BURNS (H)","PDC",17,0.015,FALSE,"LISTA DEL APRUEBO","TIRUA","Lista del apruebo"
"24. VANESSA CAMILA HOPPE ESPOZ (M)","IND-PCCH",103,0.091,TRUE,"APRUEBO DIGNIDAD","TIRUA","Apruebo Dignidad"
"25. ALVARO VALENTIN SANCHEZ ROJAS (H)","IND-PCCH",18,0.0159,FALSE,"APRUEBO DIGNIDAD","TIRUA","Apruebo Dignidad"
"26. PATRICIA ISABEL VALDERAS SILVA (M)","IND-PCCH",18,0.0159,FALSE,"APRUEBO DIGNIDAD","TIRUA","Apruebo Dignidad"
"27. VASILI GUILLERMO CARRILLO NOVA (H)","IND-PCCH",17,0.015,FALSE,"APRUEBO DIGNIDAD","TIRUA","Apruebo Dignidad"
"28. MARCELA IVETTE SAAVEDRA POLANCO (M)","IND-PCCH",7,0.0062,FALSE,"APRUEBO DIGNIDAD","TIRUA","Apruebo Dignidad"
"29. CLARA INES SAGARDIA CABEZAS (M)","IND",22,0.0194,FALSE,"INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D21)","TIRUA","Nueva Constitucion"
"30. JAVIER FUCHSLOCHER BAEZA (H)","IND",13,0.0115,TRUE,"INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D21)","TIRUA","Nueva Constitucion"
"31. ELIZABETH DE LOURDES AGUILERA NOVOA (M)","IND",9,0.008,FALSE,"INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D21)","TIRUA","Nueva Constitucion"
"32. LUIS GUTIERREZ CONTRERAS (H)","IND",14,0.0124,FALSE,"INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D21)","TIRUA","Nueva Constitucion"
"33. ALEJANDRA NAVARRETE FERREIRA (M)","IND",13,0.0115,FALSE,"INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D21)","TIRUA","Nueva Constitucion"
"34. GERMAN RIOS SAN MARTIN (H)","IND",360,0.318,FALSE,"INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D21)","TIRUA","Nueva Constitucion"
"35. CAROLINA ANGELA GARATE VERGARA (M)","IND-PCC",45,0.0398,FALSE,"CIUDADANOS CRISTIANOS","TIRUA","Otros"
"36. CARLOS DAVID MARTINEZ CONEJERO (H)","PCC",25,0.0221,FALSE,"CIUDADANOS CRISTIANOS","TIRUA","Otros"
"37. TAMARA SEPHORA GONZALEZ CELIS (M)","PCC",9,0.008,FALSE,"CIUDADANOS CRISTIANOS","TIRUA","Otros"
"38. JOEL ENRIQUE GONZALEZ MARILEO (H)","PCC",10,0.0088,FALSE,"CIUDADANOS CRISTIANOS","TIRUA","Otros"
"39. CYNTHIA NICOLE PEREZ ACUÑA (M)","UPA",16,0.0141,FALSE,"UNION PATRIOTICA","TIRUA","Otros"
"1. CATHERINE MARLENE SANCHEZ GUTIERREZ (M)","IND",202,0.0272,FALSE,"INDEPENDIENTES DEL NORTE GRANDE POR UNA NUEVA CONSTITUCION (D3)","TOCOPILLA","Nueva Constitucion"
"2. RAUL EDUARDO CATALAN CASTRO (H)","IND",87,0.0117,FALSE,"INDEPENDIENTES DEL NORTE GRANDE POR UNA NUEVA CONSTITUCION (D3)","TOCOPILLA","Nueva Constitucion"
"3. NORA LIZETTE BIAGGINI SUAREZ (M)","IND",45,0.0061,FALSE,"INDEPENDIENTES DEL NORTE GRANDE POR UNA NUEVA CONSTITUCION (D3)","TOCOPILLA","Nueva Constitucion"
"4. FRANCISCO JAVIER MOLL AGUIRRE (H)","IND",70,0.0094,FALSE,"INDEPENDIENTES DEL NORTE GRANDE POR UNA NUEVA CONSTITUCION (D3)","TOCOPILLA","Nueva Constitucion"
"5. TAMARA THAIS AGUILERA JOPIA (M)","RN",174,0.0234,FALSE,"VAMOS POR CHILE","TOCOPILLA","Vamos por Chile"
"6. JORGE LAWRENCE SANTIBAÑEZ (H)","IND-RN",71,0.0096,FALSE,"VAMOS POR CHILE","TOCOPILLA","Vamos por Chile"
"7. KATHERINE LOPEZ RIVERA (M)","UDI",61,0.0082,FALSE,"VAMOS POR CHILE","TOCOPILLA","Vamos por Chile"
"8. PABLO ANTONIO TOLOZA FERNANDEZ (H)","UDI",173,0.0233,TRUE,"VAMOS POR CHILE","TOCOPILLA","Vamos por Chile"
"9. MARCELA CLAUDIA MALDONADO BARRERA (M)","IND-EVOPOLI",21,0.0028,FALSE,"VAMOS POR CHILE","TOCOPILLA","Vamos por Chile"
"10. MARCOS WILLIAMS CELEDON GAMBOA (H)","IND-EVOPOLI",39,0.0053,FALSE,"VAMOS POR CHILE","TOCOPILLA","Vamos por Chile"
"11. CELIA GONZALEZ BRAVO (M)","PR",49,0.0066,FALSE,"LISTA DEL APRUEBO","TOCOPILLA","Lista del apruebo"
"12. JORGE LEONCIO ALVARADO ZEPEDA (H)","IND-PR",275,0.037,FALSE,"LISTA DEL APRUEBO","TOCOPILLA","Lista del apruebo"
"13. KATHERINE ABIGAIL LEYTON ALVAREZ (M)","IND-PRO",52,0.007,FALSE,"LISTA DEL APRUEBO","TOCOPILLA","Lista del apruebo"
"14. FELIPE  LERZUNDI RIVAS (H)","PDC",60,0.0081,FALSE,"LISTA DEL APRUEBO","TOCOPILLA","Lista del apruebo"
"15. FABIOLA RIVERO ROJAS (M)","IND-PS",86,0.0116,FALSE,"LISTA DEL APRUEBO","TOCOPILLA","Lista del apruebo"
"16. MARCOS SIMUNOVIC PETRICIO (H)","IND-PPD",69,0.0093,FALSE,"LISTA DEL APRUEBO","TOCOPILLA","Lista del apruebo"
"17. ROMINA ALEXANDRA AVALOS VERGARA (M)","RD",106,0.0143,FALSE,"APRUEBO DIGNIDAD","TOCOPILLA","Apruebo Dignidad"
"18. HERNAN JESUS VELASQUEZ NUÑEZ (H)","FREVS",39,0.0053,TRUE,"APRUEBO DIGNIDAD","TOCOPILLA","Apruebo Dignidad"
"19. MARIA ANGELICA OJEDA GONZALEZ (M)","PCCH",210,0.0283,FALSE,"APRUEBO DIGNIDAD","TOCOPILLA","Apruebo Dignidad"
"20. KENIN HERNAN CERDA MEZA (H)","COMUNES",86,0.0116,FALSE,"APRUEBO DIGNIDAD","TOCOPILLA","Apruebo Dignidad"
"21. BERTA ANDREA TORREJON GALLO (M)","IND-IGUALDAD",29,0.0039,FALSE,"APRUEBO DIGNIDAD","TOCOPILLA","Apruebo Dignidad"
"22. PABLO ROJAS VARAS (H)","IND-IGUALDAD",57,0.0077,FALSE,"APRUEBO DIGNIDAD","TOCOPILLA","Apruebo Dignidad"
"23. DAYYANA GONZALEZ ARAYA (M)","IND",3.685,0.4963,TRUE,"LA LISTA DEL PUEBLO (D3)","TOCOPILLA","Del pueblo"
"24. WILFREDO EDUARDO LOBOS GODOY (H)","IND",78,0.0105,FALSE,"LA LISTA DEL PUEBLO (D3)","TOCOPILLA","Del pueblo"
"25. DALILA IVONNE PEÑA MUÑOZ (M)","IND",70,0.0094,FALSE,"LA LISTA DEL PUEBLO (D3)","TOCOPILLA","Del pueblo"
"26. CARLOS HUMBERTO HERNANDEZ OSSANDON (H)","IND",38,0.0051,FALSE,"LA LISTA DEL PUEBLO (D3)","TOCOPILLA","Del pueblo"
"27. ROSANA ANGELICA OLIVARES PAUCAY (M)","IND",64,0.0086,FALSE,"LA LISTA DEL PUEBLO (D3)","TOCOPILLA","Del pueblo"
"28. GALIA TATIANA AGUILERA CABALLERO (M)","PTR",45,0.0061,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TOCOPILLA","Otros"
